income,delta,predict,islow
2670,-317.3360787,2987.34,1
2808.79,-484.6431908,3293.43,1
2890.25,-148.2506246,3038.50,0
2893.33,-140.5937342,3033.92,0
2550,128.7038332,2421.30,0
2696.67,194.4341022,2502.24,0
2808.34,-142.3175798,2950.66,0
2550.59,16.6294784,2533.96,0
2840,401.9816826,2438.02,0
2800,176.7058019,2623.29,0
2605.13,26.41820562,2578.71,0
2879.81,293.3160174,2586.49,0
2608.08,301.6663025,2306.41,0
2586,262.6821647,2323.32,0
2732,169.3173082,2562.68,0
2866,-112.1146144,2978.11,0
2614.25,-118.1419597,2732.39,0
2765.45,-216.2522771,2981.70,1
2886.75,157.0173967,2729.73,0
2893.11,-80.98991819,2974.10,0
2903.16,117.4806902,2785.68,0
2613,-512.2719747,3125.27,1
2678.73,113.8052348,2564.92,0
2671.33,-109.0287895,2780.36,0
2939.86,190.3879724,2749.47,0
2716.75,242.303987,2474.45,0
2586.1,61.19450622,2524.91,0
2738.25,-41.71557321,2779.97,0
2839.55,-472.3358216,3311.89,1
2744.25,247.1856196,2497.06,0
2802.95,-98.21936056,2901.17,0
2746.67,404.3201859,2342.35,0
2833.42,245.4430343,2587.98,0
2854.53,125.6144437,2728.92,0
2846.33,-376.1318388,3222.46,1
2856.61,142.4900717,2714.12,0
2805.3,139.9307489,2665.37,0
2691.07,91.29159592,2599.78,0
2608.18,53.14788105,2555.03,0
2938.5,-154.36829,3092.87,0
2783.25,-435.8497693,3219.10,1
2827.06,-278.9370431,3106.00,1
2708,-197.6477367,2905.65,0
2610.85,131.3806607,2479.47,0
2823.22,-35.96554196,2859.19,0
2588.48,93.75693089,2494.72,0
2851.38,-90.96053167,2942.34,0
2936,46.37814735,2889.62,0
2879.51,-95.00793759,2974.52,0
2835,27.62459278,2807.38,0
2835.67,-71.00826881,2906.68,0
2905,328.2880261,2576.71,0
2937.06,-203.6630902,3140.72,1
2742.64,129.4003463,2613.24,0
2860,105.5742531,2754.43,0
2909.67,-178.2834908,3087.95,0
2617.95,272.4910191,2345.46,0
2767,-178.023567,2945.02,0
2825.53,-209.6694592,3035.20,1
2929.14,124.3839864,2804.76,0
2848.67,-135.7049641,2984.37,0
2925.5,332.0560513,2593.44,0
2895,-179.0172458,3074.02,0
2587.5,-22.3905274,2609.89,0
2922.33,188.8320864,2733.50,0
2926.1,103.7781697,2822.32,0
2718.93,17.05168215,2701.88,0
2835.6,216.0427563,2619.56,0
2857.47,284.0435855,2573.43,0
2666.1,116.9938023,2549.11,0
2793.33,485.3012956,2308.03,0
2733.33,-101.0146372,2834.34,0
2692.7,1.15013002,2691.55,0
2713.33,-49.05594113,2762.39,0
2745.79,83.25113895,2662.54,0
2885.05,27.31916755,2857.73,0
2918.5,26.86598785,2891.63,0
2933.06,-136.1589878,3069.22,0
2678.74,-1.301055412,2680.04,0
2766.4,34.9197029,2731.48,0
2732.75,-100.0674055,2832.82,0
2768.75,213.7532588,2555.00,0
2736.03,-184.4117954,2920.44,0
2693.53,372.8225815,2320.71,0
2920,77.17499086,2842.83,0
2651.64,200.1582355,2451.48,0
2747.5,-116.8821403,2864.38,0
2839.25,203.3478588,2635.90,0
2737,-105.4685818,2842.47,0
2934.92,253.7938104,2681.13,0
2736.03,0.15028869,2735.88,0
2739.78,-298.1577689,3037.94,1
2846.68,320.1042899,2526.58,0
2780.83,373.1699972,2407.66,0
2931.11,-460.4998553,3391.61,1
2826,-202.0428694,3028.04,1
2784.79,457.196545,2327.59,0
2925.27,-153.535749,3078.81,0
2609.48,132.3233083,2477.16,0
2649.11,75.71464905,2573.40,0
2709.47,437.0571663,2272.41,0
2783.58,-98.0766367,2881.66,0
2943.24,223.5542557,2719.69,0
2838.03,-107.7057203,2945.74,0
2587.5,23.38360896,2564.12,0
2762.5,21.59122112,2740.91,0
2711.48,21.52818334,2689.95,0
2925.25,45.76740911,2879.48,0
2750.06,20.27565653,2729.78,0
2714.91,80.83973944,2634.07,0
2850.24,11.34877262,2838.89,0
2889.38,50.0627676,2839.32,0
2726.18,392.4708298,2333.71,0
2550.26,160.4645466,2389.80,0
2643,256.7199187,2386.28,0
2715.1,173.1087495,2541.99,0
2803.36,-76.84318417,2880.20,0
2782.67,115.66995,2667.00,0
2919.06,-78.55864513,2997.62,0
2785.25,-427.8569368,3213.11,1
2850.2,35.65044491,2814.55,0
2936.67,-10.30662255,2946.98,0
2908.5,153.7162396,2754.78,0
2758.1,114.032811,2644.07,0
2785,233.4478671,2551.55,0
2945.14,319.7656604,2625.37,0
2674,121.9833194,2552.02,0
2870.2,-195.874715,3066.07,0
2685.96,-155.3012546,2841.26,0
2848.13,-334.9927391,3183.12,1
2759.03,-124.2516943,2883.28,0
2785.67,269.6825921,2515.99,0
2617.03,87.02728381,2530.00,0
2799.33,136.5053112,2662.82,0
2905,109.7702033,2795.23,0
2653.25,-101.2103196,2754.46,0
2841.89,155.2929398,2686.60,0
2848.2,-187.6488582,3035.85,0
2671.75,473.8591549,2197.89,0
2736.05,419.2061436,2316.84,0
2656.81,20.54184453,2636.27,0
2595.11,328.133259,2266.98,0
2847.33,477.5672995,2369.76,0
2809.84,-129.639888,2939.48,0
2803.34,122.8734204,2680.47,0
2697.11,-70.25993546,2767.37,0
2650.41,313.4537354,2336.96,0
2555.4,-30.70645164,2586.11,0
2896.26,129.8627713,2766.40,0
2817,-123.5830563,2940.58,0
2641.93,-387.1212396,3029.05,1
2840.75,72.735783,2768.01,0
2879.74,-29.25674564,2909.00,0
2567.27,-427.0201172,2994.29,1
2910.33,37.97976735,2872.35,0
2657,103.1295976,2553.87,0
2565.48,-198.7594973,2764.24,0
2551.74,572.1005699,1979.64,0
2803.11,-259.6821466,3062.79,1
2785.81,259.8193632,2525.99,0
2928.67,158.2514149,2770.42,0
2890.67,-204.1323034,3094.80,1
2647.35,254.3486071,2393.00,0
2695.45,-219.399483,2914.85,1
2938.77,-6.323314194,2945.09,0
2778.4,67.58572809,2710.81,0
2818,144.071085,2673.93,0
2633.74,-139.7956031,2773.54,0
2843.71,-345.3960732,3189.11,1
2691.92,-5.22904994,2697.15,0
2647.81,77.00724043,2570.80,0
2669.91,277.8589084,2392.05,0
2777.75,-351.2809871,3129.03,1
2847.5,0.64522597,2846.85,0
2795,-192.741465,2987.74,0
2680,-273.0765389,2953.08,1
2916.41,527.2079869,2389.20,0
2944.67,279.5923825,2665.08,0
2740,-131.3520608,2871.35,0
2749.15,297.0224015,2452.13,0
2910.75,205.8449258,2704.91,0
2782.4,37.56880479,2744.83,0
2932.41,320.0926756,2612.32,0
2753.6,116.7875123,2636.81,0
2715.88,-461.9898045,3177.87,1
2556.6,277.2126323,2279.39,0
2765.89,196.732045,2569.16,0
2823.54,317.9095873,2505.63,0
2838.93,-126.7291792,2965.66,0
2578,314.837789,2263.16,0
2765.4,410.856138,2354.54,0
2574.33,-312.2409202,2886.57,1
2747.33,-139.4590301,2886.79,0
2928,115.3965508,2812.60,0
2810.7,286.9028344,2523.80,0
2806.67,12.81598788,2793.85,0
2819.39,59.99572178,2759.39,0
2861.5,-473.862181,3335.36,1
2681.63,-144.3284803,2825.96,0
2905.67,267.4989134,2638.17,0
2914.81,-10.43205709,2925.24,0
2799.15,376.9684775,2422.18,0
2941.16,453.3041854,2487.86,0
2566.01,233.4038668,2332.61,0
2659.37,251.8150426,2407.55,0
2928.33,436.3205502,2492.01,0
2938.4,-57.37105208,2995.77,0
2754.5,299.6740179,2454.83,0
2804,-121.818991,2925.82,0
2796.05,149.8145019,2646.24,0
2832.76,-55.86018052,2888.62,0
2609.25,-110.1596637,2719.41,0
2789.55,282.8907597,2506.66,0
2665,21.52552452,2643.47,0
2863.33,594.8260643,2268.50,0
2710.83,-84.95928977,2795.79,0
2885,-496.8532321,3381.85,1
2561.25,45.85270257,2515.40,0
2865.83,390.617597,2475.21,0
2790.25,178.9541141,2611.30,0
2672.5,39.75632835,2632.74,0
2865,211.7621988,2653.24,0
2816.8,-20.40319023,2837.20,0
2850.75,60.93813431,2789.81,0
2840.9,164.9231761,2675.98,0
2609.93,269.2138449,2340.72,0
2628.33,55.89964816,2572.43,0
2818.59,-140.1636826,2958.75,0
2749.33,-135.0821435,2884.41,0
2653.33,-358.50252,3011.83,1
2563.75,144.4132622,2419.34,0
2887.5,-66.44313488,2953.94,0
2735.45,132.5110794,2602.94,0
2553.73,142.9593187,2410.77,0
2892.25,343.137694,2549.11,0
2880.25,-85.49713439,2965.75,0
2813.11,-497.6065266,3310.72,1
2641.23,-161.7291524,2802.96,0
2697.05,-113.2420405,2810.29,0
2739.88,197.7489281,2542.13,0
2939.25,-225.8185771,3165.07,1
2635,312.1968319,2322.80,0
2611.04,-393.783522,3004.82,1
2726.17,-177.3006618,2903.47,0
2900.15,-404.0266426,3304.18,1
2832.63,228.8435152,2603.79,0
2707.5,632.8541327,2074.65,0
2870.7,218.3018195,2652.40,0
2629.38,87.84358301,2541.54,0
2899.68,-47.3234518,2947.00,0
2857.5,468.654384,2388.85,0
2927.5,-560.6604354,3488.16,1
2815.17,62.59197196,2752.58,0
2679.5,-286.7939008,2966.29,1
2884.38,41.37075767,2843.01,0
2637.7,117.3442486,2520.36,0
2773.39,514.6416599,2258.75,0
2766,18.75660911,2747.24,0
2822.48,201.3547769,2621.13,0
2834,-520.768556,3354.77,1
2750.75,76.69067186,2674.06,0
2875,65.77624817,2809.22,0
2730,-225.6251775,2955.63,1
2826,-251.6534812,3077.65,1
2572.5,51.22446951,2521.28,0
2629.82,488.2075726,2141.61,0
2945.67,135.3684554,2810.30,0
2880,-576.8104836,3456.81,1
2714.63,256.8896865,2457.74,0
2620.5,384.7643204,2235.74,0
2577.25,-54.65297086,2631.90,0
2650,-155.9242442,2805.92,0
2818.5,70.85483286,2747.65,0
2932.86,-160.4524573,3093.31,0
2743.25,-49.70689951,2792.96,0
2905,-51.47325197,2956.47,0
2730,-173.2499259,2903.25,0
2842.67,-28.61232985,2871.28,0
2725.63,85.32346823,2640.31,0
2857.67,26.63538787,2831.03,0
2772.5,324.3557488,2448.14,0
2899.5,-141.4579921,3040.96,0
2573,254.0361025,2318.96,0
2900,98.93993156,2801.06,0
2926,223.4696156,2702.53,0
2904.5,-14.63228391,2919.13,0
2689.67,353.3446256,2336.33,0
2860.24,395.2653139,2464.97,0
2564.33,252.1488545,2312.18,0
2740.07,221.6178595,2518.45,0
2928,202.3119788,2725.69,0
2848.33,291.4391103,2556.89,0
2637.55,-0.645191945,2638.20,0
2940.25,52.64514134,2887.60,0
2771.86,184.3035683,2587.56,0
2759.47,-131.6912674,2891.16,0
2932.38,-92.17670785,3024.56,0
2848.33,3.827721808,2844.50,0
2765,-30.27867815,2795.28,0
2562.5,-259.1057778,2821.61,1
2658.58,169.8645864,2488.72,0
2925.75,-32.28073411,2958.03,0
2773.85,-180.8201661,2954.67,0
2785.33,-69.81363785,2855.14,0
2642.61,4.62396049,2637.99,0
2744.14,154.6846215,2589.46,0
2868.2,-150.5325409,3018.73,0
2626.36,307.0184785,2319.34,0
2591.5,208.5621274,2382.94,0
2935.61,-174.0666513,3109.68,0
2768.75,8.358042577,2760.39,0
2695.36,541.5748004,2153.79,0
2839.32,60.05936354,2779.26,0
2752.06,-258.1356317,3010.20,1
2737.81,-219.9000545,2957.71,1
2830,-246.8795222,3076.88,1
2637.07,319.0091358,2318.06,0
2913.97,138.249593,2775.72,0
2611.69,-270.2382967,2881.93,1
2949.5,497.0460592,2452.45,0
2800,-489.2984554,3289.30,1
2841.5,-63.89048116,2905.39,0
2833.81,-288.4944086,3122.30,1
2888,176.9921903,2711.01,0
2880,342.0055727,2537.99,0
2717.67,197.1093411,2520.56,0
2636.68,4.703287556,2631.98,0
2920.75,96.79071254,2823.96,0
2926.67,360.5917176,2566.08,0
2740,-86.06433859,2826.06,0
2622.65,-368.7530878,2991.40,1
2650.27,-49.82799352,2700.10,0
2875,-396.0979279,3271.10,1
2941.25,-142.9533784,3084.20,0
2620.77,-335.0875327,2955.86,1
2840.98,-145.7489816,2986.73,0
2731.53,-427.5568804,3159.09,1
2870,-419.1329131,3289.13,1
2550,-56.77562117,2606.78,0
2920,568.5948793,2351.41,0
2650,123.7099717,2526.29,0
2844,5.292823956,2838.71,0
2822.33,-22.29232907,2844.62,0
2866.25,-115.0137036,2981.26,0
2591.84,107.5300346,2484.31,0
2820,163.4269307,2656.57,0
2798.2,-24.22300122,2822.42,0
2834.29,141.8435436,2692.45,0
2824.17,-340.9746355,3165.14,1
2898,104.6223099,2793.38,0
2663.33,184.2296326,2479.10,0
2838.75,155.3151713,2683.43,0
2732.33,265.7529575,2466.58,0
2772.5,118.2226968,2654.28,0
2936,-108.5842963,3044.58,0
2640,423.7058315,2216.29,0
2898.54,-290.628357,3189.17,1
2849,-120.0900501,2969.09,0
2820,408.3709429,2411.63,0
2600,-249.2617239,2849.26,1
2908.25,-23.27382047,2931.52,0
2609.88,151.5073485,2458.37,0
2726.23,514.4948399,2211.74,0
2650,212.0098426,2437.99,0
2658.63,125.9517002,2532.68,0
2606.67,-213.5673033,2820.24,1
2790,349.4561744,2440.54,0
2693.26,109.8075145,2583.45,0
2807.03,161.7437833,2645.29,0
2830.32,99.83148286,2730.49,0
2907.2,-145.7763063,3052.98,0
2633.09,151.5122995,2481.58,0
2674,465.0041559,2209.00,0
2730.18,237.625975,2492.55,0
2853.67,-81.0784692,2934.75,0
2596.74,377.6931505,2219.05,0
2640,154.2210935,2485.78,0
2895,-420.9227878,3315.92,1
2690,124.9655742,2565.03,0
2794,-38.22182012,2832.22,0
2708.78,-452.6976898,3161.48,1
2691.67,-117.2280084,2808.90,0
2606.88,640.3166179,1966.56,0
2911,-105.6673203,3016.67,0
2590,545.3499539,2044.65,0
2690.4,59.09365757,2631.31,0
2766.56,-117.5931247,2884.15,0
2725,263.8102959,2461.19,0
2622,133.5895585,2488.41,0
2874.2,-28.53132955,2902.73,0
2932.33,37.46980883,2894.86,0
2929.75,21.09838355,2908.65,0
2901,274.355792,2626.64,0
2568.06,-435.9555302,3004.02,1
2888.33,-133.5453748,3021.88,0
2818.21,18.1067027,2800.10,0
2660,-112.8975837,2772.90,0
2709.9,-97.06781919,2806.97,0
2692.92,62.73384263,2630.19,0
2604.28,-37.22459719,2641.50,0
2700,-9.256679235,2709.26,0
2942,-145.2548744,3087.25,0
2612.11,203.3313486,2408.78,0
2890,170.1647058,2719.84,0
2936.25,-39.2717721,2975.52,0
2906.48,-141.8734795,3048.35,0
2833.33,39.52326663,2793.81,0
2579.29,191.1958012,2388.09,0
2588.99,135.4826548,2453.51,0
2780,-352.0754572,3132.08,1
2909,351.6216207,2557.38,0
2583.89,75.80867358,2508.08,0
2857.66,-412.096662,3269.76,1
2878.33,308.935624,2569.39,0
2768,227.7319765,2540.27,0
2773.08,-360.1840401,3133.26,1
2837.5,-162.2535584,2999.75,0
2593,-167.9419696,2760.94,0
2785,241.2367002,2543.76,0
2860.33,-189.6700567,3050.00,0
2695.27,54.301306,2640.97,0
2882.5,398.2642114,2484.24,0
2891.75,-181.7171315,3073.47,0
2745.85,48.91383854,2696.94,0
2716.02,161.6707919,2554.35,0
2881.28,126.2540141,2755.03,0
2896.49,8.804347016,2887.69,0
2933.33,-58.26334503,2991.59,0
2834.27,-71.31683982,2905.59,0
2708.24,-166.0970144,2874.34,0
2820,120.3163081,2699.68,0
2694.33,-204.8451057,2899.18,1
2787.16,-155.0571188,2942.22,0
2739.39,159.9997292,2579.39,0
2809,-124.0097029,2933.01,0
2802.19,-107.0320174,2909.22,0
2895.05,-13.85045814,2908.90,0
2708.2,-107.6781305,2815.88,0
2574.89,262.1711584,2312.72,0
2893.28,-176.1004487,3069.38,0
2770.53,-113.3272766,2883.86,0
2710,154.3145381,2555.69,0
2805.13,341.2021761,2463.93,0
2662.5,42.49806333,2620.00,0
2710.71,35.44802661,2675.26,0
2856.25,-193.4593534,3049.71,0
2592.87,217.6319768,2375.24,0
2785.46,-217.1314248,3002.59,1
2818.62,11.85465029,2806.77,0
2846.55,221.9598029,2624.59,0
2699.01,224.3631963,2474.65,0
2586.58,34.27506855,2552.30,0
2626.75,153.8958665,2472.85,0
2891.75,76.99292536,2814.76,0
2630.12,432.1856293,2197.93,0
2740,-90.06657132,2830.07,0
2826.11,149.8509846,2676.26,0
2675.5,137.2978207,2538.20,0
2713.29,568.6605216,2144.63,0
2873,152.6155037,2720.38,0
2551.67,-118.4190884,2670.09,0
2927.18,-401.2280102,3328.41,1
2938.01,-79.21301647,3017.22,0
2915.65,-50.0472117,2965.70,0
2613.46,-196.1106778,2809.57,0
2916.67,-70.67064159,2987.34,0
2795,-104.462967,2899.46,0
2674.28,98.12273222,2576.16,0
2787.5,47.08201955,2740.42,0
2755.33,62.1366297,2693.19,0
2878,44.36249309,2833.64,0
2688.75,-161.9590195,2850.71,0
2880.5,118.3737106,2762.13,0
2945,112.7487041,2832.25,0
2735.75,173.4286085,2562.32,0
2738.01,-84.12393599,2822.13,0
2611.09,160.7114988,2450.38,0
2733.2,220.9480273,2512.25,0
2918.79,-355.7925318,3274.58,1
2820,-263.6007278,3083.60,1
2703.92,4.253346283,2699.67,0
2882,150.3686543,2731.63,0
2825,-42.79223477,2867.79,0
2561.2,92.536714,2468.66,0
2702.5,104.7003664,2597.80,0
2900.66,125.8795351,2774.78,0
2757.83,-103.0267159,2860.86,0
2638.33,-314.5722409,2952.90,1
2901.83,-102.0178826,3003.85,0
2859.42,-321.802829,3181.22,1
2768.75,-247.314689,3016.06,1
2647.61,347.5624364,2300.05,0
2700,135.448135,2564.55,0
2760,-323.1400632,3083.14,1
2755.5,214.0293913,2541.47,0
2676.25,-41.31982166,2717.57,0
2740,65.53783866,2674.46,0
2901.39,-239.2396971,3140.63,1
2895.72,441.404097,2454.32,0
2650,-110.5749792,2760.57,0
2646.67,555.5685364,2091.10,0
2807.79,312.7551119,2495.03,0
2755.36,-19.42971051,2774.79,0
2741.87,174.1037486,2567.77,0
2790.66,101.7834607,2688.88,0
2575,-541.1095655,3116.11,1
2950,-42.67646478,2992.68,0
2931.67,-202.6691799,3134.34,1
2849.33,80.95650331,2768.37,0
2661.17,252.4275947,2408.74,0
2673.5,371.4371955,2302.06,0
2820.84,640.0489177,2180.79,0
2909,18.17164132,2890.83,0
2706,-34.70094059,2740.70,0
