income,delta,predict,islow
3118.29,-43.77964678,3162.07,0
3118.25,108.4823748,3009.77,0
3118,209.1404597,2908.86,0
3117.21,-49.96240467,3167.17,0
3117.16,77.81467331,3039.35,0
3116.67,74.40276486,3042.27,0
3116.65,178.4222253,2938.23,0
3116.63,27.79618532,3088.83,0
3116.25,-25.89495118,3142.14,0
3116.24,6.248413999,3109.99,0
3116.01,512.8756758,2603.13,0
3115.57,-6.510518484,3122.08,0
3115.48,417.3464224,2698.13,0
3115.27,11.75843927,3103.51,0
3115.04,76.76342257,3038.28,0
3115,59.76060045,3055.24,0
3115,-147.1344554,3262.13,0
3114.52,-59.77628756,3174.30,0
3114.19,35.96994779,3078.22,0
3114.16,-232.4960816,3346.66,1
3113.78,-267.0217505,3380.80,1
3113.66,-31.04088978,3144.70,0
3113.61,681.8421609,2431.77,0
3113.59,98.57082844,3015.02,0
3113,-70.39203393,3183.39,0
3112.17,340.8950715,2771.27,0
3112.06,138.9553268,2973.10,0
3112,19.35803325,3092.64,0
3111.98,-104.4255194,3216.41,0
3111.98,-420.081945,3532.06,1
3111.98,284.2062796,2827.77,0
3111.89,-67.44256514,3179.33,0
3111.74,198.8030705,2912.94,0
3111.67,-292.9410375,3404.61,1
3111.63,6.5462887,3105.08,0
3111.55,-189.9308684,3301.48,0
3111.51,142.1745061,2969.34,0
3111.45,260.9104173,2850.54,0
3111.25,414.8386507,2696.41,0
3110.8,322.3189098,2788.48,0
3110.28,108.9858056,3001.29,0
3110,257.262685,2852.74,0
3110,181.4678882,2928.53,0
3110,321.1457027,2788.85,0
3109.8,2.679730953,3107.12,0
3109.57,-379.6745007,3489.24,1
3109.54,-14.5289181,3124.07,0
3108.88,-209.3978893,3318.28,1
3108.83,-169.0491108,3277.88,0
3108.41,30.28556539,3078.12,0
3107.83,596.358131,2511.47,0
3107.44,211.625398,2895.81,0
3106.99,-162.7415885,3269.73,0
3106.67,14.84615283,3091.82,0
3106.67,320.8126697,2785.86,0
3106.41,-313.0749834,3419.48,1
3105.82,-2.293244487,3108.11,0
3105,-77.884344,3182.88,0
3104.85,167.7843708,2937.07,0
3104.83,-90.8751805,3195.71,0
3104.71,-81.96220316,3186.67,0
3104.51,8.740739223,3095.77,0
3103.37,302.1829002,2801.19,0
3103.3,-105.4142916,3208.71,0
3103.24,109.7339699,2993.51,0
3102.87,180.3380068,2922.53,0
3102.84,274.4169569,2828.42,0
3101.36,507.6852062,2593.67,0
3101.34,-418.020851,3519.36,1
3101.25,-147.816159,3249.07,0
3101,-26.73479028,3127.73,0
3100.8,-26.78954534,3127.59,0
3100.32,-56.99976338,3157.32,0
3100.2,-26.51662686,3126.72,0
3100,322.6609312,2777.34,0
3100,-0.666103083,3100.67,0
3100,-98.84206978,3198.84,0
3100,-168.0280007,3268.03,0
3100,102.8604698,2997.14,0
3100,114.6186654,2985.38,0
3100,-21.8205449,3121.82,0
3099.79,65.38463542,3034.41,0
3099.65,-195.9699149,3295.62,0
3099,108.9610865,2990.04,0
3098.13,-132.3227467,3230.45,0
3098.06,258.4459909,2839.61,0
3098.05,115.8267105,2982.22,0
3097.67,-23.98395424,3121.65,0
3097.5,225.600582,2871.90,0
3096.77,33.85109017,3062.92,0
3096.67,-411.5120863,3508.18,1
3096.08,-250.514596,3346.59,1
3094.66,182.3379652,2912.32,0
3094.13,174.5090687,2919.62,0
3093.33,-374.7691079,3468.10,1
3093.29,204.8938388,2888.40,0
3092.64,276.9570494,2815.68,0
3092.47,-207.827055,3300.30,1
3091.92,288.1109945,2803.81,0
3091.78,252.8772837,2838.90,0
3091.41,-171.0574276,3262.47,0
3091.3,30.18022116,3061.12,0
3090.72,68.90291247,3021.82,0
3090.64,472.0942095,2618.55,0
3090.58,-145.1441879,3235.72,0
3090.49,192.6693557,2897.82,0
3090,-49.20958296,3139.21,0
3089.69,-99.6148359,3189.30,0
3088.93,310.028287,2778.90,0
3088.93,-214.1000659,3303.03,1
3088.2,65.52556502,3022.67,0
3088,-193.3574746,3281.36,0
3087.83,24.7323476,3063.10,0
3087.76,95.25238123,2992.51,0
3087.74,234.1308478,2853.61,0
3087.73,182.9311136,2904.80,0
3087.61,-175.3689326,3262.98,0
3087.51,321.8876329,2765.62,0
3086.88,150.6947708,2936.19,0
3086.67,-65.79851825,3152.47,0
3086.53,-224.098017,3310.63,1
3086.25,189.0639131,2897.19,0
3086.25,121.7116427,2964.54,0
3085.65,36.47444913,3049.18,0
3085.17,45.55914456,3039.61,0
3085,-289.3387245,3374.34,1
3084.89,373.439661,2711.45,0
3084.83,106.490415,2978.34,0
3084.68,-36.08435095,3120.76,0
3084,90.27921937,2993.72,0
3083.97,157.0719282,2926.90,0
3083.95,-326.1302643,3410.08,1
3083.01,-128.8979696,3211.91,0
3082.5,0.388373934,3082.11,0
3082.38,407.8132298,2674.57,0
3082.16,233.6565169,2848.50,0
3082.02,-133.7645349,3215.78,0
3082,66.5741542,3015.43,0
3080.76,-329.9538209,3410.71,1
3080.66,-44.56347979,3125.22,0
3080.47,117.8466464,2962.62,0
3080.33,-171.3594135,3251.69,0
3080.27,235.387591,2844.88,0
3080.26,262.3776205,2817.88,0
3080.23,440.7519591,2639.48,0
3080.18,-548.7357756,3628.92,1
3080.15,310.9812346,2769.17,0
3080.13,250.122599,2830.01,0
3079.91,15.80419694,3064.11,0
3079.75,-157.5848331,3237.33,0
3079.32,102.0219589,2977.30,0
3079.31,15.20551172,3064.10,0
3079.06,80.67439297,2998.39,0
3078.33,-292.6122172,3370.94,1
3078.23,83.16295418,2995.07,0
3077.71,-1.261587696,3078.97,0
3077.05,-156.3964307,3233.45,0
3077.01,455.1051762,2621.90,0
3075.97,-24.47353251,3100.44,0
3075.83,81.30089132,2994.53,0
3075.46,13.01621804,3062.44,0
3075.45,-60.32537085,3135.78,0
3075.19,543.4692729,2531.72,0
3075,-202.3872902,3277.39,1
3074.33,-13.24413794,3087.57,0
3073.98,1.04718399,3072.93,0
3073.75,315.4139583,2758.34,0
3073.51,17.85933197,3055.65,0
3073.35,-135.9009341,3209.25,0
3072.5,195.2335901,2877.27,0
3072.3,-278.30141,3350.60,1
3071.5,-17.4116134,3088.91,0
3070.78,36.47142745,3034.31,0
3070.42,5.493219661,3064.93,0
3070.14,-118.482118,3188.62,0
3070.01,-196.7891977,3266.80,0
3070,-96.80473888,3166.80,0
3070,-304.6917926,3374.69,1
3069.75,-156.7946738,3226.54,0
3069.5,64.21171927,3005.29,0
3069.29,212.9572851,2856.33,0
3069,179.288799,2889.71,0
3068.95,233.7897656,2835.16,0
3068.33,-217.7447905,3286.07,1
3068.09,-464.4341248,3532.52,1
3067.89,-12.38597762,3080.28,0
3067.33,242.3869392,2824.94,0
3067,-14.88043688,3081.88,0
3066.74,-70.16070211,3136.90,0
3066.67,-11.9064747,3078.58,0
3066.67,77.64030563,2989.03,0
3066.67,36.45351536,3030.22,0
3066.67,-167.6763556,3234.35,0
3066.34,5.166647571,3061.17,0
3066.32,-252.611459,3318.93,1
3065.86,689.3103486,2376.55,0
3065.39,193.5455254,2871.84,0
3065.17,16.39487725,3048.78,0
3065,76.46685365,2988.53,0
3065,-82.81663691,3147.82,0
3064.92,63.99127914,3000.93,0
3064.91,-550.8108607,3615.72,1
3064.7,15.15700286,3049.54,0
3063.72,-135.2440565,3198.96,0
3062.87,-91.45378596,3154.32,0
3062.38,163.8022314,2898.58,0
3062.09,-346.2985152,3408.39,1
3062.01,-18.57478111,3080.58,0
3061.49,7.870931526,3053.62,0
3060.6,-53.57355184,3114.17,0
3060.26,312.0906957,2748.17,0
3060.17,-273.8767628,3334.05,1
3060,-307.6559499,3367.66,1
3060,208.828509,2851.17,0
3060,-5.207592623,3065.21,0
3059.92,78.80917948,2981.11,0
3059.39,32.21347224,3027.18,0
3059.19,-475.526623,3534.72,1
3057.95,-274.1488327,3332.10,1
3057.78,132.8860037,2924.89,0
3057.72,-79.7353949,3137.46,0
3057.66,246.2409337,2811.42,0
3057.4,-66.09133742,3123.49,0
3057.19,-67.51099964,3124.70,0
3056.99,83.27006044,2973.72,0
3056.94,30.29757379,3026.64,0
3056.66,-201.2268958,3257.89,1
3056.28,297.870642,2758.41,0
3056.22,-151.1625507,3207.38,0
3056.21,27.28542045,3028.92,0
3056.17,84.82846229,2971.34,0
3056.17,-48.32239114,3104.49,0
3055.67,-233.7553489,3289.43,1
3055.61,123.4592647,2932.15,0
3055.46,47.94758735,3007.51,0
3055.33,48.38064431,3006.95,0
3055.28,80.96875199,2974.31,0
3055.14,-147.6176079,3202.76,0
3055.12,-151.0042979,3206.12,0
3054.39,17.67528839,3036.71,0
3054.25,-365.6075603,3419.86,1
3054.24,-6.253773621,3060.49,0
3053.74,104.1493378,2949.59,0
3053.38,-202.6305813,3256.01,1
3052.97,-197.4617089,3250.43,0
3052.67,322.0907661,2730.58,0
3052.55,311.5347237,2741.02,0
3051.22,-26.33638794,3077.56,0
3051.14,-167.6493278,3218.79,0
3050.38,20.13248252,3030.25,0
3050.29,203.1133368,2847.18,0
3050,-95.93662266,3145.94,0
3048.91,-487.0625642,3535.97,1
3048.58,340.7571492,2707.82,0
3048.54,-187.6840608,3236.22,0
3048.52,174.443655,2874.08,0
3048.22,15.41481904,3032.81,0
3047.88,-29.37754701,3077.26,0
3046.85,-295.105703,3341.96,1
3046.47,27.20411666,3019.27,0
3046.18,-214.1693231,3260.35,1
3045.98,-122.5928172,3168.57,0
3045.85,-76.51252431,3122.36,0
3045.76,-54.22156173,3099.98,0
3045.39,176.037845,2869.35,0
3045.04,62.4140042,2982.63,0
3044.98,123.946052,2921.03,0
3044,-176.0462947,3220.05,0
3043.64,-46.18810038,3089.83,0
3043.49,249.6517552,2793.84,0
3043.43,154.5872884,2888.84,0
3043.33,280.2806104,2763.05,0
3043.24,-77.37729355,3120.62,0
3043.09,199.9122233,2843.18,0
3042.5,-83.46974824,3125.97,0
3042.18,222.3353554,2819.84,0
3041.82,121.3218014,2920.50,0
3041.09,43.90429322,2997.19,0
3040.46,97.90670107,2942.55,0
3040.45,-140.6800152,3181.13,0
3040.04,39.57971902,3000.46,0
3040,-383.1106633,3423.11,1
3040,-426.9463419,3466.95,1
3040,-118.2362861,3158.24,0
3039.38,-236.775495,3276.16,1
3039.37,-405.1876314,3444.56,1
3039.12,267.819225,2771.30,0
3038.92,-198.3149747,3237.23,0
3038.75,422.8992967,2615.85,0
3038.33,366.7663963,2671.56,0
3037.17,118.0826022,2919.09,0
3037.05,241.9073907,2795.14,0
3037,-114.670879,3151.67,0
3036.26,-250.1935305,3286.45,1
3035.38,-205.0483052,3240.43,1
3035.35,4.640593657,3030.71,0
3035,-81.65775272,3116.66,0
3035,-83.48299862,3118.48,0
3035,180.3055155,2854.69,0
3034.84,-269.7077772,3304.55,1
3034.5,480.6031842,2553.90,0
3034.33,193.8490978,2840.48,0
3033.43,177.8866805,2855.54,0
3033.33,325.5777647,2707.75,0
3033.33,229.4269116,2803.90,0
3033.22,-19.71424712,3052.93,0
3032.69,-57.50755577,3090.20,0
3032.67,173.847449,2858.82,0
3032.49,100.0147517,2932.48,0
3032.3,-202.3085835,3234.61,1
3031.98,170.4790096,2861.50,0
3031.57,147.497522,2884.07,0
3031.37,-232.1291663,3263.50,1
3031.33,209.6520305,2821.68,0
3031.25,-304.9332067,3336.18,1
3030.73,6.795663126,3023.93,0
3030.67,302.3139272,2728.36,0
3030.5,-222.6410844,3253.14,1
3030.04,-550.2613409,3580.30,1
3030,-27.40052615,3057.40,0
3029.63,-117.1698356,3146.80,0
3029.58,-379.7377142,3409.32,1
3029.53,-357.9975556,3387.53,1
3029.41,291.058885,2738.35,0
3029.36,-156.5905739,3185.95,0
3029.2,-197.8485887,3227.05,0
3028.95,-133.9440231,3162.89,0
3028.88,288.6327398,2740.25,0
3028.83,-231.6880582,3260.52,1
3028.79,19.39778045,3009.39,0
3028.73,73.16872701,2955.56,0
3028.51,-107.5284562,3136.04,0
3028.44,-232.330613,3260.77,1
3027.36,118.0685768,2909.29,0
3027.16,-176.3986937,3203.56,0
3027.1,244.5171852,2782.58,0
3027.07,-160.8296133,3187.90,0
3026.76,41.02555043,2985.73,0
3026.62,115.2555511,2911.36,0
3025.69,90.59527838,2935.09,0
3025.18,11.42672916,3013.75,0
3025,-229.0151359,3254.02,1
3024.73,-104.6243538,3129.35,0
3024.23,-156.9321011,3181.16,0
3023.66,-438.1746132,3461.83,1
3023.64,-110.2091786,3133.85,0
3023.64,-2.911629086,3026.55,0
3023.55,114.0297426,2909.52,0
3023,-209.6999319,3232.70,1
3022.58,-63.69860653,3086.28,0
3022.36,338.1745928,2684.19,0
3021.9,147.7676931,2874.13,0
3021.62,-84.96095572,3106.58,0
3021.38,-12.39584874,3033.78,0
3021.12,7.054942413,3014.07,0
3021,-387.0461525,3408.05,1
3020.88,242.1041499,2778.78,0
3020.58,153.511699,2867.07,0
3020,-2.583692118,3022.58,0
3020,-148.7755204,3168.78,0
3020,8.765191513,3011.23,0
3020,242.4189604,2777.58,0
3019.38,151.0253379,2868.35,0
3019.1,-95.46661557,3114.57,0
3018.87,-63.81563347,3082.69,0
3018.56,-345.9247798,3364.48,1
3018,-141.6825099,3159.68,0
3017.5,159.4880705,2858.01,0
3017.47,338.829755,2678.64,0
3016.67,129.496252,2887.17,0
3016.57,-148.1814949,3164.75,0
3016,-290.9968001,3307.00,1
3015.78,-110.53791,3126.32,0
3015.63,-17.39082875,3033.02,0
3015.39,-727.0372924,3742.43,1
3015,-251.9169695,3266.92,1
3014.64,91.4304908,2923.21,0
3014.53,-91.50772484,3106.04,0
3014.43,89.62573399,2924.80,0
3014.12,-433.3971963,3447.52,1
3013.75,43.66407075,2970.09,0
3013.68,24.52649309,2989.15,0
3013.56,247.4113927,2766.15,0
3012.24,457.4234907,2554.82,0
3012.12,39.1513655,2972.97,0
3011.91,-274.7262965,3286.64,1
3011.82,-13.59896569,3025.42,0
3011.01,-68.95124497,3079.96,0
3010.65,355.532026,2655.12,0
3010,98.67022565,2911.33,0
3010,282.1141284,2727.89,0
3009.34,-114.332558,3123.67,0
3009.3,-16.25419111,3025.55,0
3009.28,-393.7071195,3402.99,1
3008.75,-33.62389395,3042.37,0
3008.7,-171.7010669,3180.40,0
3008.69,14.89530878,2993.79,0
3008.53,275.625197,2732.90,0
3007.8,-76.1287027,3083.93,0
3007.74,61.0562975,2946.68,0
3007.55,228.9520815,2778.60,0
3007.26,-412.0626155,3419.32,1
3006.74,-158.3439816,3165.08,0
3006.67,300.9253968,2705.74,0
3006.67,-157.9271725,3164.60,0
3006.47,-15.85615558,3022.33,0
3006.35,-204.4926936,3210.84,1
3005,-28.43434537,3033.43,0
3004.27,319.3629227,2684.91,0
3004.25,91.03740036,2913.21,0
3004.23,9.56078177,2994.67,0
3004,-538.7421322,3542.74,1
3003.93,-54.41498126,3058.34,0
3003.4,27.6718434,2975.73,0
3003.33,121.6920449,2881.64,0
3003.11,302.4006408,2700.71,0
3002.88,177.7383451,2825.14,0
3002.67,147.7195412,2854.95,0
3002.61,-53.77497125,3056.38,0
3002.51,-149.7112629,3152.22,0
3001.83,-53.06883067,3054.90,0
3001.57,-285.5191899,3287.09,1
3001.32,-81.98223242,3083.30,0
3001.06,-286.4767882,3287.54,1
3000.26,379.5479114,2620.71,0
3000,647.3266897,2352.67,0
3000,-25.24075459,3025.24,0
3000,-393.0100973,3393.01,1
3000,171.2801634,2828.72,0
3000,-1.833004088,3001.83,0
3000,365.0765193,2634.92,0
3000,-75.14807897,3075.15,0
3000,-58.89214056,3058.89,0
2999.7,23.14474107,2976.56,0
2998.1,-144.7667546,3142.87,0
2997.5,-9.802258476,3007.30,0
2997.36,377.2203669,2620.14,0
2997.19,-354.3266274,3351.52,1
2996.62,-95.60174797,3092.22,0
2995.49,-478.5002752,3473.99,1
2995.34,-39.75924846,3035.10,0
2995.23,-134.8443416,3130.07,0
2995,402.152646,2592.85,0
2994.8,-193.6746215,3188.47,0
2994.63,120.6080722,2874.02,0
2994,357.8818405,2636.12,0
2993.75,28.0057846,2965.74,0
2993.45,442.5661032,2550.88,0
2993.3,-49.99446659,3043.29,0
2992.74,-257.1032509,3249.84,1
2992.7,-45.78864078,3038.49,0
2992.67,191.6463725,2801.02,0
2992.14,122.0175323,2870.12,0
2991.71,430.7613264,2560.95,0
2990.57,-28.36198063,3018.93,0
2989.82,-22.63101909,3012.45,0
2989.58,-68.93044696,3058.51,0
2989.5,-154.9006357,3144.40,0
2989.47,102.0611337,2887.41,0
2989.28,-145.7173252,3135.00,0
2989.2,-94.38479275,3083.58,0
2988.62,-7.268142073,2995.89,0
2988.58,126.2303261,2862.35,0
2987.68,153.1391578,2834.54,0
2987.23,98.76310971,2888.47,0
2986.69,14.94527346,2971.74,0
2986.55,178.8405281,2807.71,0
2985.76,243.8894326,2741.87,0
2985,-594.0703417,3579.07,1
2984.78,579.5151945,2405.26,0
2984.73,583.2048633,2401.53,0
2984.47,11.12894001,2973.34,0
2984.31,-376.5408108,3360.85,1
2984.01,-519.585504,3503.60,1
2983.44,116.7094667,2866.73,0
2983.44,-228.3493436,3211.79,1
2983.14,-77.94573405,3061.09,0
2983.11,15.15826154,2967.95,0
2983.09,-315.4184616,3298.51,1
2983.01,48.4862089,2934.52,0
2981.65,31.19877977,2950.45,0
2981.36,-130.7229245,3112.08,0
2980.85,-19.81668822,3000.67,0
2980.61,189.663929,2790.95,0
2980.33,-10.02968185,2990.36,0
2980,-196.3548414,3176.35,0
2980,1.745774475,2978.25,0
